"Input","Output","Frequency","HarmonicUniformity"
"inawet","inawet-RAISE-F","32","0.00425460942480939"
"inawet","inawet-RAISE-B","0","0.995745390575191"
"ingele","ingele-RAISE-F","1","0.489178423338703"
"ingele","ingele-RAISE-B","0","0.510821576661297"
"ipade","ipade-RAISE-F","241","0.00596711525312471"
"ipade","ipade-RAISE-B","1","0.994032884746875"
"ipadila","ipadila-RAISE-F","60","0.988515253849428"
"ipadila","ipadila-RAISE-B","0","0.0114847461505718"
"iptixarlan","iptixarlan-RAISE-F","0","0.9787875313961"
"iptixarlan","iptixarlan-RAISE-B","5","0.0212124686038998"
"iqamet","iqamet-RAISE-F","1","0.00850464641203744"
"iqamet","iqamet-RAISE-B","0","0.991495353587963"
"irade","irade-RAISE-F","545","0.0146882248301186"
"irade","irade-RAISE-B","2","0.985311775169881"
"irlandiye","irlandiye-RAISE-F","1","0.0376135952282541"
"irlandiye","irlandiye-RAISE-B","0","0.962386404771746"
"ishare","ishare-RAISE-F","2","0.00906890058754083"
"ishare","ishare-RAISE-B","0","0.990931099412459"
"isharetle","isharetle-RAISE-F","13","0.171952662238044"
"isharetle","isharetle-RAISE-B","0","0.828047337761956"
"ishghaliyet","ishghaliyet-RAISE-F","57","0.0193229310856017"
"ishghaliyet","ishghaliyet-RAISE-B","0","0.980677068914398"
"ishxana","ishxana-RAISE-F","2","0.997144223163194"
"ishxana","ishxana-RAISE-B","634","0.00285577683680582"
"iskenje","iskenje-RAISE-F","154","0.0364497959634659"
"iskenje","iskenje-RAISE-B","0","0.963550204036534"
"ispaniye","ispaniye-RAISE-F","24","0.00772058052238168"
"ispaniye","ispaniye-RAISE-B","0","0.992279419477618"
"isparta","isparta-RAISE-F","0","0.97042703497764"
"isparta","isparta-RAISE-B","1","0.0295729650223601"
"ispatla","ispatla-RAISE-F","0","0.997365848056756"
"ispatla","ispatla-RAISE-B","121","0.00263415194324423"
"ispatname","ispatname-RAISE-F","8","0.282310168398139"
"ispatname","ispatname-RAISE-B","0","0.717689831601861"
"isra'iliye","isra'iliye-RAISE-F","19","0.00546342798594895"
"isra'iliye","isra'iliye-RAISE-B","0","0.994536572014051"
"istansa","istansa-RAISE-F","2","0.995062314312592"
"istansa","istansa-RAISE-B","212","0.00493768568740793"
"istiqamet","istiqamet-RAISE-F","1","0.0443279823689839"
"istiqamet","istiqamet-RAISE-B","0","0.955672017631016"
"istirahetxana","istirahetxana-RAISE-F","0","0.939252326769985"
"istirahetxana","istirahetxana-RAISE-B","1","0.0607476732300153"
"ita'et","ita'et-RAISE-F","3","0.00602204142979921"
"ita'et","ita'et-RAISE-B","0","0.993977958570201"
"italiye","italiye-RAISE-F","21","0.00456080790626927"
"italiye","italiye-RAISE-B","0","0.995439192093731"
"ixchamla","ixchamla-RAISE-F","0","0.914880197714589"
"ixchamla","ixchamla-RAISE-B","1","0.0851198022854114"
"izahla","izahla-RAISE-F","0.999999999999999","0.984258640506757"
"izahla","izahla-RAISE-B","12","0.0157413594932427"
"izzetle","izzetle-RAISE-F","10","0.211852806165043"
"izzetle","izzetle-RAISE-B","0","0.788147193834957"
"jada","jada-RAISE-F","0","0.880924449858283"
"jada","jada-RAISE-B","2","0.119075550141717"
"jahalet","jahalet-RAISE-F","2","0.00398142376240376"
"jahalet","jahalet-RAISE-B","0","0.996018576237596"
"jakarla","jakarla-RAISE-F","0","0.995810097417701"
"jakarla","jakarla-RAISE-B","60","0.00418990258229923"
"jakarname","jakarname-RAISE-F","0","0.487703277096675"
"jakarname","jakarname-RAISE-B","1","0.512296722903325"
"jama'et","jama'et-RAISE-F","374","0.00292021120403267"
"jama'et","jama'et-RAISE-B","0","0.997079788795967"
"janane","janane-RAISE-F","0","0.793979921488438"
"janane","janane-RAISE-B","2","0.206020078511562"
"jangza","jangza-RAISE-F","0","0.984038774045969"
"jangza","jangza-RAISE-B","7","0.0159612259540309"
"janlan","janlan-RAISE-F","0","0.991128994225535"
"janlan","janlan-RAISE-B","48","0.00887100577446542"
"jarahet","jarahet-RAISE-F","12","0.00714923430637304"
"jarahet","jarahet-RAISE-B","0","0.992850765693627"
"jarangla","jarangla-RAISE-F","0","0.95301853512572"
"jarangla","jarangla-RAISE-B","3","0.0469814648742799"
"jasaret","jasaret-RAISE-F","69","0.00735053598313377"
"jasaret","jasaret-RAISE-B","0","0.992649464016866"
"jasaretlen","jasaretlen-RAISE-F","2","0.133312071408096"
"jasaretlen","jasaretlen-RAISE-B","0","0.866687928591904"
"jayla","jayla-RAISE-F","0","0.923789143168634"
"jayla","jayla-RAISE-B","2","0.0762108568313657"
"jaylash","jaylash-RAISE-F","0","0.984116902076225"
"jaylash","jaylash-RAISE-B","10","0.015883097923775"
"jaza","jaza-RAISE-F","0","0.99926509056089"
"jaza","jaza-RAISE-B","12","0.00073490943910981"
"jazala","jazala-RAISE-F","0","0.996335069977068"
"jazala","jazala-RAISE-B","67","0.00366493002293167"
"jazalash","jazalash-RAISE-F","0","0.990151647475517"
"jazalash","jazalash-RAISE-B","37","0.00984835252448324"
"jazibe","jazibe-RAISE-F","1","0.135802076163446"
"jazibe","jazibe-RAISE-B","0","0.864197923836554"
"jede","jede-RAISE-F","1","0.489178423338703"
"jede","jede-RAISE-B","0","0.510821576661297"
"jédellesh","jédellesh-RAISE-F","1","0.100003933117774"
"jédellesh","jédellesh-RAISE-B","0","0.899996066882226"
"jedwel","jedwel-RAISE-F","32","0.0102067808886389"
"jedwel","jedwel-RAISE-B","0","0.989793219111361"
"jehennem","jehennem-RAISE-F","1","0.00701807868891907"
"jehennem","jehennem-RAISE-B","0","0.992981921311081"
"jem'iyet","jem'iyet-RAISE-F","1004","0.00257681798398759"
"jem'iyet","jem'iyet-RAISE-B","0","0.997423182016012"
"jem'yet","jem'yet-RAISE-F","2","0.0481164688044069"
"jem'yet","jem'yet-RAISE-B","0","0.951883531195593"
"jemi'et","jemi'et-RAISE-F","1","0.0214112666554397"
"jemi'et","jemi'et-RAISE-B","0","0.97858873334456"
"jemiyet","jemiyet-RAISE-F","408","0.00179516367477093"
"jemiyet","jemiyet-RAISE-B","0","0.998204836325229"
"jemle","jemle-RAISE-F","4","0.229859655149516"
"jemle","jemle-RAISE-B","0","0.770140344850484"
"jemlesh","jemlesh-RAISE-F","1","0.175550158920531"
"jemlesh","jemlesh-RAISE-B","0","0.824449841079469"
"jengname","jengname-RAISE-F","1","0.128613593344114"
"jengname","jengname-RAISE-B","0","0.871386406655886"
"jennet","jennet-RAISE-F","12","0.00286465758539111"
"jennet","jennet-RAISE-B","0","0.997135342414609"
"jerimane","jerimane-RAISE-F","15","0.00450728397109055"
"jerimane","jerimane-RAISE-B","1","0.995492716028909"
"jeset","jeset-RAISE-F","13","0.00667333468586028"
"jeset","jeset-RAISE-B","0","0.99332666531414"
"jewher","jewher-RAISE-F","3","0.00731242822122108"
"jewher","jewher-RAISE-B","0","0.992687571778779"
"jezire","jezire-RAISE-F","14","0.00781485001475016"
"jezire","jezire-RAISE-B","0","0.99218514998525"
"jinayet","jinayet-RAISE-F","215","0.00242351858706321"
"jinayet","jinayet-RAISE-B","0","0.997576481412937"
"jismaniyet","jismaniyet-RAISE-F","6","0.0665506778721349"
"jismaniyet","jismaniyet-RAISE-B","0","0.933449322127865"
"jora","jora-RAISE-F","0","0.983727650162022"
"jora","jora-RAISE-B","5","0.0162723498379779"
"joza","joza-RAISE-F","0","0.988463504619133"
"joza","joza-RAISE-B","44","0.0115364953808668"
"jughlanma","jughlanma-RAISE-F","0","0.976942950839865"
"jughlanma","jughlanma-RAISE-B","12","0.0230570491601347"
"julala","julala-RAISE-F","0","0.939814618134212"
"julala","julala-RAISE-B","4","0.0601853818657877"
"jumhuriyet","jumhuriyet-RAISE-F","654","0.00327822602205645"
"jumhuriyet","jumhuriyet-RAISE-B","4","0.996721773977944"
"jüple","jüple-RAISE-F","1","0.40890648317002"
"jüple","jüple-RAISE-B","0","0.59109351682998"
"jür'et","jür'et-RAISE-F","9","0.00237469755118356"
"jür'et","jür'et-RAISE-B","0","0.997625302448816"
"jurnal","jurnal-RAISE-F","0","0.98545773235011"
"jurnal","jurnal-RAISE-B","3","0.0145422676498901"
"juwawa","juwawa-RAISE-F","0","0.980616236004492"
"juwawa","juwawa-RAISE-B","2","0.0193837639955078"
"kachat","kachat-RAISE-F","0","0.974013210747046"
"kachat","kachat-RAISE-B","9","0.0259867892529539"
"kafédra","kafédra-RAISE-F","0","0.99213520189271"
"kafédra","kafédra-RAISE-B","87","0.00786479810728968"
"kala","kala-RAISE-F","0","0.995020326590662"
"kala","kala-RAISE-B","57","0.00497967340933847"
"kaliforniye","kaliforniye-RAISE-F","8","0.00466100972304773"
"kaliforniye","kaliforniye-RAISE-B","0","0.995338990276952"
"kalla","kalla-RAISE-F","0","0.995478062976051"
"kalla","kalla-RAISE-B","199","0.00452193702394865"
"kamalet","kamalet-RAISE-F","15","0.00483777213791047"
"kamalet","kamalet-RAISE-B","0","0.99516222786209"
"kamar","kamar-RAISE-F","0","0.986202408378832"
"kamar","kamar-RAISE-B","71","0.013797591621168"
"kaméra","kaméra-RAISE-F","0","0.99346387360741"
"kaméra","kaméra-RAISE-B","23","0.00653612639258971"
"kana","kana-RAISE-F","0","0.983927164272933"
"kana","kana-RAISE-B","38","0.0160728357270671"
"kanay","kanay-RAISE-F","1","0.990743934850965"
"kanay","kanay-RAISE-B","5","0.0092560651490351"
"kapalet","kapalet-RAISE-F","29","0.0015902734475611"
"kapalet","kapalet-RAISE-B","1","0.998409726552439"
"kapaletlen","kapaletlen-RAISE-F","1","0.40890648317002"
"kapaletlen","kapaletlen-RAISE-B","0","0.59109351682998"
"kapaletname","kapaletname-RAISE-F","5","0.0919583711365115"
"kapaletname","kapaletname-RAISE-B","1","0.908041628863488"
"kapsha","kapsha-RAISE-F","0","0.902005452987767"
"kapsha","kapsha-RAISE-B","1","0.0979945470122329"
"karamet","karamet-RAISE-F","7","0.0113049913432676"
"karamet","karamet-RAISE-B","0","0.988695008656732"
"kariwat","kariwat-RAISE-F","2","0.993689095758045"
"kariwat","kariwat-RAISE-B","26","0.00631090424195513"
"karta","karta-RAISE-F","0","0.992784894697789"
"karta","karta-RAISE-B","61","0.00721510530221114"
"karwan","karwan-RAISE-F","0","0.996508551773715"
"karwan","karwan-RAISE-B","13","0.00349144822628522"
"karwat","karwat-RAISE-F","0","0.988694408104239"
"karwat","karwat-RAISE-B","6","0.0113055918957614"
"karxana","karxana-RAISE-F","0","0.997796152406248"
"karxana","karxana-RAISE-B","761","0.00220384759375181"
"kasa","kasa-RAISE-F","0","0.973851035180987"
"kasa","kasa-RAISE-B","2","0.0261489648190127"
"kasapet","kasapet-RAISE-F","1","0.0397978491608396"
"kasapet","kasapet-RAISE-B","0","0.96020215083916"
"kasatlash","kasatlash-RAISE-F","0","0.962646389356459"
"kasatlash","kasatlash-RAISE-B","2","0.0373536106435415"
"kasha","kasha-RAISE-F","0","0.916076844500907"
"kasha","kasha-RAISE-B","1","0.0839231554990931"
"kashila","kashila-RAISE-F","0","0.993767285916304"
"kashila","kashila-RAISE-B","46","0.00623271408369619"
"kassa","kassa-RAISE-F","0","0.981945873967295"
"kassa","kassa-RAISE-B","35","0.0180541260327047"
"katégoriye","katégoriye-RAISE-F","63","0.0079549052565411"
"katégoriye","katégoriye-RAISE-B","0","0.992045094743459"
"katta","katta-RAISE-F","0","0.835853492011631"
"katta","katta-RAISE-B","1","0.164146507988369"
"kawa","kawa-RAISE-F","0","0.989480661623738"
"kawa","kawa-RAISE-B","10","0.0105193383762617"
"kawap","kawap-RAISE-F","0","0.99408350294339"
"kawap","kawap-RAISE-B","1","0.00591649705660968"
"kawapxana","kawapxana-RAISE-F","0","0.969590970941973"
"kawapxana","kawapxana-RAISE-B","3","0.0304090290580271"
"kelime","kelime-RAISE-F","31","0.0294668105227986"
"kelime","kelime-RAISE-B","0","0.970533189477201"
"kélishimname","kélishimname-RAISE-F","32","0.210143538848501"
"kélishimname","kélishimname-RAISE-B","0","0.789856461151499"
"kembeghellesh","kembeghellesh-RAISE-F","1","0.192361176166201"
"kembeghellesh","kembeghellesh-RAISE-B","0","0.807638823833799"
"kemer","kemer-RAISE-F","1","0.0208584391236572"
"kemer","kemer-RAISE-B","0","0.979141560876343"
"kengesh","kengesh-RAISE-F","1","0.0337611036849072"
"kengesh","kengesh-RAISE-B","0","0.966238896315093"
"kengre","kengre-RAISE-F","1","0.0640535424998878"
"kengre","kengre-RAISE-B","0","0.935946457500112"
"kepe","kepe-RAISE-F","48","0.0458844647215504"
"kepe","kepe-RAISE-B","0","0.95411553527845"
"képenle","képenle-RAISE-F","1","0.292368363138538"
"képenle","képenle-RAISE-B","0","0.707631636861462"
"kepter","kepter-RAISE-F","1","0.00485322960915036"
"kepter","kepter-RAISE-B","0","0.99514677039085"
"kerem","kerem-RAISE-F","29","0.052527876877528"
"kerem","kerem-RAISE-B","0","0.947472123122472"
"kereshme","kereshme-RAISE-F","3","0.363844961821523"
"kereshme","kereshme-RAISE-B","0","0.636155038178477"
"keshte","keshte-RAISE-F","8","0.245350344115735"
"keshte","keshte-RAISE-B","0","0.754649655884265"
"kesipdash","kesipdash-RAISE-F","0","0.991220015826172"
"kesipdash","kesipdash-RAISE-B","1","0.00877998417382819"
"kesiplesh","kesiplesh-RAISE-F","4","0.166199508036908"
"kesiplesh","kesiplesh-RAISE-B","0","0.833800491963092"
"ketküche","ketküche-RAISE-F","20","0.620760338743682"
"ketküche","ketküche-RAISE-B","0","0.379239661256318"
"ketmen","ketmen-RAISE-F","10","0.00333435793172925"
"ketmen","ketmen-RAISE-B","0","0.996665642068271"
"kinaye","kinaye-RAISE-F","45","0.0217384376873897"
"kinaye","kinaye-RAISE-B","2","0.97826156231261"
"kinolash","kinolash-RAISE-F","0","0.835853492011631"
"kinolash","kinolash-RAISE-B","1","0.164146507988369"
"kinoxana","kinoxana-RAISE-F","0","0.978007721655939"
"kinoxana","kinoxana-RAISE-B","36","0.0219922783440609"
"kirgüche","kirgüche-RAISE-F","26","0.205529528327042"
"kirgüche","kirgüche-RAISE-B","0","0.794470471672958"
"kirxana","kirxana-RAISE-F","0","0.916076844500907"
"kirxana","kirxana-RAISE-B","1","0.0839231554990931"
"kishenle","kishenle-RAISE-F","1","0.254617356661618"
"kishenle","kishenle-RAISE-B","0","0.745382643338381"
"kitabche","kitabche-RAISE-F","0","0.508152787773304"
"kitabche","kitabche-RAISE-B","40","0.491847212226696"
"kitabxana","kitabxana-RAISE-F","2","0.99163615799041"
"kitabxana","kitabxana-RAISE-B","102","0.00836384200958962"
"kocha","kocha-RAISE-F","0","0.997896112393485"
"kocha","kocha-RAISE-B","2019","0.00210388760651514"
"köchet","köchet-RAISE-F","1","0.00539821142641542"
"köchet","köchet-RAISE-B","0","0.994601788573585"
"kochila","kochila-RAISE-F","0","0.902005452987767"
"kochila","kochila-RAISE-B","3","0.0979945470122329"
"köchmen","köchmen-RAISE-F","1","0.00135909711161581"
"köchmen","köchmen-RAISE-B","0","0.998640902888384"
"köchürme","köchürme-RAISE-F","6","0.186691743578563"
"köchürme","köchürme-RAISE-B","0","0.813308256421437"
"kokula","kokula-RAISE-F","0","0.934046354325045"
"kokula","kokula-RAISE-B","1","0.0659536456749549"
"kola","kola-RAISE-F","0","0.992766298686006"
"kola","kola-RAISE-B","10","0.00723370131399415"
"koldurma","koldurma-RAISE-F","0","0.977837846337227"
"koldurma","koldurma-RAISE-B","5","0.0221621536627725"
"kölem","kölem-RAISE-F","26","0.00158897694143933"
"kölem","kölem-RAISE-B","0","0.998411023058561"
"komanda","komanda-RAISE-F","0","0.996989086301476"
"komanda","komanda-RAISE-B","460","0.0030109136985238"
"komissariyat","komissariyat-RAISE-F","0","0.957603008636117"
"komissariyat","komissariyat-RAISE-B","1","0.0423969913638828"
"kommuna","kommuna-RAISE-F","0","0.982973300712452"
"kommuna","kommuna-RAISE-B","3","0.0170266992875481"
"kompartiye","kompartiye-RAISE-F","190","0.00196874854635196"
"kompartiye","kompartiye-RAISE-B","0","0.998031251453648"
"kömürxana","kömürxana-RAISE-F","0","0.957744668422072"
"kömürxana","kömürxana-RAISE-B","2","0.0422553315779278"
"kona","kona-RAISE-F","0","0.930424500861668"
"kona","kona-RAISE-B","6","0.0695754991383322"
"konar","konar-RAISE-F","0","0.880924449858283"
"konar","konar-RAISE-B","2","0.119075550141717"
"konsulxana","konsulxana-RAISE-F","2.00000000000001","0.996138839192828"
"konsulxana","konsulxana-RAISE-B","267","0.00386116080717247"
"köpey","köpey-RAISE-F","7","0.00550958534505106"
"köpey","köpey-RAISE-B","1","0.994490414654949"
"köpeytme","köpeytme-RAISE-F","1","0.310373924070696"
"köpeytme","köpeytme-RAISE-B","0","0.689626075929304"
"köpinche","köpinche-RAISE-F","75","0.217032255097198"
"köpinche","köpinche-RAISE-B","0","0.782967744902802"
"köptürme","köptürme-RAISE-F","2","0.40890648317002"
"köptürme","köptürme-RAISE-B","0","0.59109351682998"
"kora","kora-RAISE-F","0","0.970269338799638"
"kora","kora-RAISE-B","3","0.0297306612003618"
"körengle","körengle-RAISE-F","4","0.310373924070696"
"körengle","körengle-RAISE-B","0","0.689626075929304"
"körgezme","körgezme-RAISE-F","994","0.0116305735142587"
"körgezme","körgezme-RAISE-B","0","0.988369426485741"
"körgezmixana","körgezmixana-RAISE-F","0","0.959704900845642"
"körgezmixana","körgezmixana-RAISE-B","8","0.040295099154358"
"koriye","koriye-RAISE-F","110","0.00582656733160759"
"koriye","koriye-RAISE-B","0","0.994173432668392"
"korla","korla-RAISE-F","0","0.99613779942513"
"korla","korla-RAISE-B","100","0.00386220057486997"
"körset","körset-RAISE-F","371","0.00320445555176614"
"körset","körset-RAISE-B","17","0.996795544448234"
"körsetme","körsetme-RAISE-F","139","0.0537900282556784"
"körsetme","körsetme-RAISE-B","0","0.946209971744322"
"kötüre","kötüre-RAISE-F","7","0.0232478563602993"
"kötüre","kötüre-RAISE-B","0","0.976752143639701"
"koza","koza-RAISE-F","0","0.981853572371834"
"koza","koza-RAISE-B","7","0.0181464276281658"
"közet","közet-RAISE-F","45","0.0296379551066671"
"közet","közet-RAISE-B","1","0.970362044893333"
"közle","közle-RAISE-F","87","0.00633721470450836"
"közle","közle-RAISE-B","0","0.993662785295492"
"közqarash","közqarash-RAISE-F","0","0.993096494382015"
"közqarash","közqarash-RAISE-B","8","0.00690350561798492"
"kristallan","kristallan-RAISE-F","0","0.835853492011631"
"kristallan","kristallan-RAISE-B","1","0.164146507988369"
"krodiye","krodiye-RAISE-F","1","0.0513265836128375"
"krodiye","krodiye-RAISE-B","0","0.948673416387163"
"kucha","kucha-RAISE-F","1","0.996197995936704"
"kucha","kucha-RAISE-B","3","0.00380200406329623"
"küche","küche-RAISE-F","23","0.107280889037709"
"küche","küche-RAISE-B","0","0.892719110962291"
"küchey","küchey-RAISE-F","4","0.00842690080334772"
"küchey","küchey-RAISE-B","5","0.991573099196652"
"küchlen","küchlen-RAISE-F","31","0.0471295692264761"
"küchlen","küchlen-RAISE-B","1","0.952870430773524"
"küchsizlen","küchsizlen-RAISE-F","1","0.363844961821523"
"küchsizlen","küchsizlen-RAISE-B","0","0.636155038178477"
"kula","kula-RAISE-F","0","0.974851967842422"
"kula","kula-RAISE-B","1","0.0251480321575779"
"külbe","külbe-RAISE-F","3","0.112824141736862"
"külbe","külbe-RAISE-B","0","0.887175858263138"
"külpet","külpet-RAISE-F","3","0.0032828284034878"
"külpet","külpet-RAISE-B","0","0.996717171596512"
"kupayilen","kupayilen-RAISE-F","1","0.0463381365584778"
"kupayilen","kupayilen-RAISE-B","0","0.953661863441522"
"küresh","küresh-RAISE-F","7","0.00219564808716498"
"küresh","küresh-RAISE-B","0","0.997804351912835"
"kürpe","kürpe-RAISE-F","1","0.489178423338703"
"kürpe","kürpe-RAISE-B","0","0.510821576661297"
"küshende","küshende-RAISE-F","6","0.127982467464751"
"küshende","küshende-RAISE-B","0","0.872017532535249"
"kutupxana","kutupxana-RAISE-F","2.00000000000001","0.992713433465075"
"kutupxana","kutupxana-RAISE-B","144","0.00728656653492465"
"kütüpxana","kütüpxana-RAISE-F","8","0.988942836292005"
"kütüpxana","kütüpxana-RAISE-B","62","0.0110571637079951"
"kütüwal","kütüwal-RAISE-F","1","0.99578650645748"
"kütüwal","kütüwal-RAISE-B","3","0.00421349354252043"
"küye","küye-RAISE-F","2","0.0247967219398173"
"küye","küye-RAISE-B","0","0.975203278060183"
"lale","lale-RAISE-F","10","0.0176205510794295"
"lale","lale-RAISE-B","0","0.98237944892057"
"lalma","lalma-RAISE-F","0","0.902005452987767"
"lalma","lalma-RAISE-B","3","0.0979945470122329"
"lama","lama-RAISE-F","0","0.996407796779101"
"lama","lama-RAISE-B","4","0.00359220322089926"
"lampa","lampa-RAISE-F","0","0.977011462664599"
"lampa","lampa-RAISE-B","5","0.0229885373354008"
"lata","lata-RAISE-F","0","0.987936631943959"
"lata","lata-RAISE-B","23","0.0120633680560408"
"latapet","latapet-RAISE-F","1","0.0179739853903571"
"latapet","latapet-RAISE-B","0","0.982026014609643"
"lawa","lawa-RAISE-F","0","0.96816794342223"
"lawa","lawa-RAISE-B","4","0.0318320565777703"
"layihe","layihe-RAISE-F","1065","0.00452101891007671"
"layihe","layihe-RAISE-B","1","0.995478981089923"
"layihele","layihele-RAISE-F","3","0.0160693291584241"
"layihele","layihele-RAISE-B","0","0.983930670841576"
"layihelesh","layihelesh-RAISE-F","1","0.310373924070696"
"layihelesh","layihelesh-RAISE-B","0","0.689626075929304"
"laza","laza-RAISE-F","0","0.98594513835353"
"laza","laza-RAISE-B","6","0.0140548616464702"
"lehze","lehze-RAISE-F","4","0.0469111907439051"
"lehze","lehze-RAISE-B","0","0.953088809256095"
"lenet","lenet-RAISE-F","17","0.0100454776120335"
"lenet","lenet-RAISE-B","0","0.989954522387967"
"lengmen","lengmen-RAISE-F","1","0.00630053388608221"
"lengmen","lengmen-RAISE-B","0","0.993699466113918"
"lepilde","lepilde-RAISE-F","8","0.158521995593819"
"lepilde","lepilde-RAISE-B","0","0.841478004406181"
"lerze","lerze-RAISE-F","177","0.0751524552684258"
"lerze","lerze-RAISE-B","0","0.924847544731574"
"letipe","letipe-RAISE-F","37","0.0250951338732515"
"letipe","letipe-RAISE-B","0","0.974904866126749"
"lexme","lexme-RAISE-F","2","0.0186507132175554"
"lexme","lexme-RAISE-B","0","0.981349286782445"
"leyle","leyle-RAISE-F","3","0.0786628154918517"
"leyle","leyle-RAISE-B","0","0.921337184508148"
"lezzet","lezzet-RAISE-F","8","0.00659072555478447"
"lezzet","lezzet-RAISE-B","0","0.993409274445216"
"lezzetlen","lezzetlen-RAISE-F","2","0.112824141736862"
"lezzetlen","lezzetlen-RAISE-B","0","0.887175858263138"
"lutpulla","lutpulla-RAISE-F","0","0.995162468980491"
"lutpulla","lutpulla-RAISE-B","1","0.00483753101950879"
"madda","madda-RAISE-F","0","0.996858649232651"
"madda","madda-RAISE-B","1114","0.003141350767349"
"maharet","maharet-RAISE-F","116","0.00705260718605363"
"maharet","maharet-RAISE-B","1","0.992947392813946"
"mahiyet","mahiyet-RAISE-F","146","0.00957875663065164"
"mahiyet","mahiyet-RAISE-B","0","0.990421243369348"
"maje","maje-RAISE-F","1","0.0262732510447138"
"maje","maje-RAISE-B","0","0.973726748955286"
"makanlash","makanlash-RAISE-F","0","0.983126908429982"
"makanlash","makanlash-RAISE-B","9","0.0168730915700176"
"makédoniye","makédoniye-RAISE-F","1","0.0116123933226383"
"makédoniye","makédoniye-RAISE-B","0","0.988387606677362"
"malamet","malamet-RAISE-F","2","0.0164325244448323"
"malamet","malamet-RAISE-B","0","0.983567475555168"
"malay","malay-RAISE-F","2","0.989391656124369"
"malay","malay-RAISE-B","0","0.0106083438756313"
"malta","malta-RAISE-F","0","0.975111924838403"
"malta","malta-RAISE-B","2","0.0248880751615973"
"manglay","manglay-RAISE-F","0","0.992894794264471"
"manglay","manglay-RAISE-B","25","0.0071052057355292"
"manta","manta-RAISE-F","0","0.991087210715031"
"manta","manta-RAISE-B","21","0.00891278928496941"
"maqulla","maqulla-RAISE-F","0","0.994781669381784"
"maqulla","maqulla-RAISE-B","65","0.0052183306182163"
"mashina","mashina-RAISE-F","0","0.996727583119358"
"mashina","mashina-RAISE-B","419","0.0032724168806415"
"mashinilash","mashinilash-RAISE-F","0","0.9539805436806"
"mashinilash","mashinilash-RAISE-B","1","0.0460194563193997"
"mashna","mashna-RAISE-F","0","0.941993045114454"
"mashna","mashna-RAISE-B","5","0.0580069548855457"
"maslash","maslash-RAISE-F","0","0.991929308665506"
"maslash","maslash-RAISE-B","45","0.00807069133449378"
"massa","massa-RAISE-F","0","0.980286288429486"
"massa","massa-RAISE-B","12","0.0197137115705143"
"maxta","maxta-RAISE-F","0","0.993223396461002"
"maxta","maxta-RAISE-B","28","0.00677660353899823"
"maysa","maysa-RAISE-F","3","0.982808741554717"
"maysa","maysa-RAISE-B","16","0.0171912584452826"
"mazar","mazar-RAISE-F","0","0.996594294659799"
"mazar","mazar-RAISE-B","55","0.00340570534020102"
"medeniyet","medeniyet-RAISE-F","1140","0.00191000727916795"
"medeniyet","medeniyet-RAISE-B","1","0.998089992720832"
"medeniylesh","medeniylesh-RAISE-F","1","0.217307810619365"
"medeniylesh","medeniylesh-RAISE-B","0","0.782692189380635"
"medet","medet-RAISE-F","2","0.00262848874075756"
"medet","medet-RAISE-B","0","0.997371511259242"
"medhiyile","medhiyile-RAISE-F","23","0.00902507716531547"
"medhiyile","medhiyile-RAISE-B","0","0.990974922834685"
"mediniyet","mediniyet-RAISE-F","6","0.0198753391728318"
"mediniyet","mediniyet-RAISE-B","0","0.980124660827168"
"medrise","medrise-RAISE-F","241","0.0232441096875491"
"medrise","medrise-RAISE-B","0","0.976755890312451"
"méduza","méduza-RAISE-F","0","0.950650127056664"
"méduza","méduza-RAISE-B","1","0.0493498729433365"
"meghlubiyet","meghlubiyet-RAISE-F","18","0.0047847698339892"
"meghlubiyet","meghlubiyet-RAISE-B","0","0.995215230166011"
"meghrurlan","meghrurlan-RAISE-F","0","0.987288429361677"
"meghrurlan","meghrurlan-RAISE-B","13","0.0127115706383225"
"mehbube","mehbube-RAISE-F","1","0.0442120828811863"
"mehbube","mehbube-RAISE-B","0","0.955787917118814"
"mehelle","mehelle-RAISE-F","1443","0.0118477478962087"
"mehelle","mehelle-RAISE-B","0","0.988152252103791"
"méhmanxana","méhmanxana-RAISE-F","0","0.996720125909832"
"méhmanxana","méhmanxana-RAISE-B","597","0.00327987409016761"
"mehrem","mehrem-RAISE-F","1","0.0330704783992487"
"mehrem","mehrem-RAISE-B","0","0.966929521600751"
"mejburiyet","mejburiyet-RAISE-F","72","0.0130317594688249"
"mejburiyet","mejburiyet-RAISE-B","0","0.986968240531175"
"mejlisxana","mejlisxana-RAISE-F","0","0.959202754829886"
"mejlisxana","mejlisxana-RAISE-B","4","0.0407972451701136"
"memedana","memedana-RAISE-F","0","0.880924449858283"
"memedana","memedana-RAISE-B","1","0.119075550141717"
"memuriyet","memuriyet-RAISE-F","129","0.0263803996261101"
"memuriyet","memuriyet-RAISE-B","0","0.97361960037389"
"menche","menche-RAISE-F","0","0.879083767780266"
"menche","menche-RAISE-B","1","0.120916232219734"
"menpe'et","menpe'et-RAISE-F","194","0.00188958373552147"
"menpe'et","menpe'et-RAISE-B","0","0.998110416264478"
"mensep","mensep-RAISE-F","9","0.00551545165151782"
"mensep","mensep-RAISE-B","0","0.994484548348482"
"menzire","menzire-RAISE-F","292","0.0188027593465624"
"menzire","menzire-RAISE-B","1","0.981197240653438"
"mepkure","mepkure-RAISE-F","31","0.0250770719541266"
